interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-10-05 16:20:00-07:00,2025-10-05 23:20:00+00:00,2025-10-05 16:25:00-07:00,2025-10-05 23:25:00+00:00,22514
2025-10-05 16:25:00-07:00,2025-10-05 23:25:00+00:00,2025-10-05 16:30:00-07:00,2025-10-05 23:30:00+00:00,22714
2025-10-05 16:30:00-07:00,2025-10-05 23:30:00+00:00,2025-10-05 16:35:00-07:00,2025-10-05 23:35:00+00:00,22996
2025-10-05 16:35:00-07:00,2025-10-05 23:35:00+00:00,2025-10-05 16:40:00-07:00,2025-10-05 23:40:00+00:00,23272
2025-10-05 16:40:00-07:00,2025-10-05 23:40:00+00:00,2025-10-05 16:45:00-07:00,2025-10-05 23:45:00+00:00,23596
2025-10-05 16:45:00-07:00,2025-10-05 23:45:00+00:00,2025-10-05 16:50:00-07:00,2025-10-05 23:50:00+00:00,23928
2025-10-05 16:50:00-07:00,2025-10-05 23:50:00+00:00,2025-10-05 16:55:00-07:00,2025-10-05 23:55:00+00:00,24209
2025-10-05 16:55:00-07:00,2025-10-05 23:55:00+00:00,2025-10-05 17:00:00-07:00,2025-10-06 00:00:00+00:00,24373
2025-10-05 17:00:00-07:00,2025-10-06 00:00:00+00:00,2025-10-05 17:05:00-07:00,2025-10-06 00:05:00+00:00,24561
2025-10-05 17:05:00-07:00,2025-10-06 00:05:00+00:00,2025-10-05 17:10:00-07:00,2025-10-06 00:10:00+00:00,24904
2025-10-05 17:10:00-07:00,2025-10-06 00:10:00+00:00,2025-10-05 17:15:00-07:00,2025-10-06 00:15:00+00:00,25090
2025-10-05 17:15:00-07:00,2025-10-06 00:15:00+00:00,2025-10-05 17:20:00-07:00,2025-10-06 00:20:00+00:00,25371
2025-10-05 17:20:00-07:00,2025-10-06 00:20:00+00:00,2025-10-05 17:25:00-07:00,2025-10-06 00:25:00+00:00,25691
2025-10-05 17:25:00-07:00,2025-10-06 00:25:00+00:00,2025-10-05 17:30:00-07:00,2025-10-06 00:30:00+00:00,25958
2025-10-05 17:30:00-07:00,2025-10-06 00:30:00+00:00,2025-10-05 17:35:00-07:00,2025-10-06 00:35:00+00:00,26174
2025-10-05 17:35:00-07:00,2025-10-06 00:35:00+00:00,2025-10-05 17:40:00-07:00,2025-10-06 00:40:00+00:00,26250
2025-10-05 17:40:00-07:00,2025-10-06 00:40:00+00:00,2025-10-05 17:45:00-07:00,2025-10-06 00:45:00+00:00,26498
2025-10-05 17:45:00-07:00,2025-10-06 00:45:00+00:00,2025-10-05 17:50:00-07:00,2025-10-06 00:50:00+00:00,26724
2025-10-05 17:50:00-07:00,2025-10-06 00:50:00+00:00,2025-10-05 17:55:00-07:00,2025-10-06 00:55:00+00:00,26928
2025-10-05 17:55:00-07:00,2025-10-06 00:55:00+00:00,2025-10-05 18:00:00-07:00,2025-10-06 01:00:00+00:00,27093
2025-10-05 18:00:00-07:00,2025-10-06 01:00:00+00:00,2025-10-05 18:05:00-07:00,2025-10-06 01:05:00+00:00,27269
2025-10-05 18:05:00-07:00,2025-10-06 01:05:00+00:00,2025-10-05 18:10:00-07:00,2025-10-06 01:10:00+00:00,27339
2025-10-05 18:10:00-07:00,2025-10-06 01:10:00+00:00,2025-10-05 18:15:00-07:00,2025-10-06 01:15:00+00:00,27491
2025-10-05 18:15:00-07:00,2025-10-06 01:15:00+00:00,2025-10-05 18:20:00-07:00,2025-10-06 01:20:00+00:00,27648
2025-10-05 18:20:00-07:00,2025-10-06 01:20:00+00:00,2025-10-05 18:25:00-07:00,2025-10-06 01:25:00+00:00,27722
2025-10-05 18:25:00-07:00,2025-10-06 01:25:00+00:00,2025-10-05 18:30:00-07:00,2025-10-06 01:30:00+00:00,27804
2025-10-05 18:30:00-07:00,2025-10-06 01:30:00+00:00,2025-10-05 18:35:00-07:00,2025-10-06 01:35:00+00:00,27872
2025-10-05 18:35:00-07:00,2025-10-06 01:35:00+00:00,2025-10-05 18:40:00-07:00,2025-10-06 01:40:00+00:00,27969
2025-10-05 18:40:00-07:00,2025-10-06 01:40:00+00:00,2025-10-05 18:45:00-07:00,2025-10-06 01:45:00+00:00,28040
2025-10-05 18:45:00-07:00,2025-10-06 01:45:00+00:00,2025-10-05 18:50:00-07:00,2025-10-06 01:50:00+00:00,28113
2025-10-05 18:50:00-07:00,2025-10-06 01:50:00+00:00,2025-10-05 18:55:00-07:00,2025-10-06 01:55:00+00:00,28201
2025-10-05 18:55:00-07:00,2025-10-06 01:55:00+00:00,2025-10-05 19:00:00-07:00,2025-10-06 02:00:00+00:00,28319
2025-10-05 19:00:00-07:00,2025-10-06 02:00:00+00:00,2025-10-05 19:05:00-07:00,2025-10-06 02:05:00+00:00,28396
2025-10-05 19:05:00-07:00,2025-10-06 02:05:00+00:00,2025-10-05 19:10:00-07:00,2025-10-06 02:10:00+00:00,28322
2025-10-05 19:10:00-07:00,2025-10-06 02:10:00+00:00,2025-10-05 19:15:00-07:00,2025-10-06 02:15:00+00:00,28166
2025-10-05 19:15:00-07:00,2025-10-06 02:15:00+00:00,2025-10-05 19:20:00-07:00,2025-10-06 02:20:00+00:00,28040
2025-10-05 19:20:00-07:00,2025-10-06 02:20:00+00:00,2025-10-05 19:25:00-07:00,2025-10-06 02:25:00+00:00,28002
2025-10-05 19:25:00-07:00,2025-10-06 02:25:00+00:00,2025-10-05 19:30:00-07:00,2025-10-06 02:30:00+00:00,27970
2025-10-05 19:30:00-07:00,2025-10-06 02:30:00+00:00,2025-10-05 19:35:00-07:00,2025-10-06 02:35:00+00:00,27920
2025-10-05 19:35:00-07:00,2025-10-06 02:35:00+00:00,2025-10-05 19:40:00-07:00,2025-10-06 02:40:00+00:00,27840
2025-10-05 19:40:00-07:00,2025-10-06 02:40:00+00:00,2025-10-05 19:45:00-07:00,2025-10-06 02:45:00+00:00,27796
2025-10-05 19:45:00-07:00,2025-10-06 02:45:00+00:00,2025-10-05 19:50:00-07:00,2025-10-06 02:50:00+00:00,27729
2025-10-05 19:50:00-07:00,2025-10-06 02:50:00+00:00,2025-10-05 19:55:00-07:00,2025-10-06 02:55:00+00:00,27675
2025-10-05 19:55:00-07:00,2025-10-06 02:55:00+00:00,2025-10-05 20:00:00-07:00,2025-10-06 03:00:00+00:00,27579
2025-10-05 20:00:00-07:00,2025-10-06 03:00:00+00:00,2025-10-05 20:05:00-07:00,2025-10-06 03:05:00+00:00,27488
2025-10-05 20:05:00-07:00,2025-10-06 03:05:00+00:00,2025-10-05 20:10:00-07:00,2025-10-06 03:10:00+00:00,27390
2025-10-05 20:10:00-07:00,2025-10-06 03:10:00+00:00,2025-10-05 20:15:00-07:00,2025-10-06 03:15:00+00:00,27336
2025-10-05 20:15:00-07:00,2025-10-06 03:15:00+00:00,2025-10-05 20:20:00-07:00,2025-10-06 03:20:00+00:00,27273
2025-10-05 20:20:00-07:00,2025-10-06 03:20:00+00:00,2025-10-05 20:25:00-07:00,2025-10-06 03:25:00+00:00,27242
2025-10-05 20:25:00-07:00,2025-10-06 03:25:00+00:00,2025-10-05 20:30:00-07:00,2025-10-06 03:30:00+00:00,27182
2025-10-05 20:30:00-07:00,2025-10-06 03:30:00+00:00,2025-10-05 20:35:00-07:00,2025-10-06 03:35:00+00:00,27083
2025-10-05 20:35:00-07:00,2025-10-06 03:35:00+00:00,2025-10-05 20:40:00-07:00,2025-10-06 03:40:00+00:00,26996
2025-10-05 20:40:00-07:00,2025-10-06 03:40:00+00:00,2025-10-05 20:45:00-07:00,2025-10-06 03:45:00+00:00,26903
2025-10-05 20:45:00-07:00,2025-10-06 03:45:00+00:00,2025-10-05 20:50:00-07:00,2025-10-06 03:50:00+00:00,26848
2025-10-05 20:50:00-07:00,2025-10-06 03:50:00+00:00,2025-10-05 20:55:00-07:00,2025-10-06 03:55:00+00:00,26791
2025-10-05 20:55:00-07:00,2025-10-06 03:55:00+00:00,2025-10-05 21:00:00-07:00,2025-10-06 04:00:00+00:00,26674
2025-10-05 21:00:00-07:00,2025-10-06 04:00:00+00:00,2025-10-05 21:05:00-07:00,2025-10-06 04:05:00+00:00,26570
2025-10-05 21:05:00-07:00,2025-10-06 04:05:00+00:00,2025-10-05 21:10:00-07:00,2025-10-06 04:10:00+00:00,26625
2025-10-05 21:10:00-07:00,2025-10-06 04:10:00+00:00,2025-10-05 21:15:00-07:00,2025-10-06 04:15:00+00:00,26619
2025-10-05 21:15:00-07:00,2025-10-06 04:15:00+00:00,2025-10-05 21:20:00-07:00,2025-10-06 04:20:00+00:00,26552
2025-10-05 21:20:00-07:00,2025-10-06 04:20:00+00:00,2025-10-05 21:25:00-07:00,2025-10-06 04:25:00+00:00,26502
2025-10-05 21:25:00-07:00,2025-10-06 04:25:00+00:00,2025-10-05 21:30:00-07:00,2025-10-06 04:30:00+00:00,26392
2025-10-05 21:30:00-07:00,2025-10-06 04:30:00+00:00,2025-10-05 21:35:00-07:00,2025-10-06 04:35:00+00:00,26290
2025-10-05 21:35:00-07:00,2025-10-06 04:35:00+00:00,2025-10-05 21:40:00-07:00,2025-10-06 04:40:00+00:00,26179
2025-10-05 21:40:00-07:00,2025-10-06 04:40:00+00:00,2025-10-05 21:45:00-07:00,2025-10-06 04:45:00+00:00,26056
2025-10-05 21:45:00-07:00,2025-10-06 04:45:00+00:00,2025-10-05 21:50:00-07:00,2025-10-06 04:50:00+00:00,25939
2025-10-05 21:50:00-07:00,2025-10-06 04:50:00+00:00,2025-10-05 21:55:00-07:00,2025-10-06 04:55:00+00:00,25807
2025-10-05 21:55:00-07:00,2025-10-06 04:55:00+00:00,2025-10-05 22:00:00-07:00,2025-10-06 05:00:00+00:00,25673
2025-10-05 22:00:00-07:00,2025-10-06 05:00:00+00:00,2025-10-05 22:05:00-07:00,2025-10-06 05:05:00+00:00,25523
2025-10-05 22:05:00-07:00,2025-10-06 05:05:00+00:00,2025-10-05 22:10:00-07:00,2025-10-06 05:10:00+00:00,25458
2025-10-05 22:10:00-07:00,2025-10-06 05:10:00+00:00,2025-10-05 22:15:00-07:00,2025-10-06 05:15:00+00:00,25357
2025-10-05 22:15:00-07:00,2025-10-06 05:15:00+00:00,2025-10-05 22:20:00-07:00,2025-10-06 05:20:00+00:00,25246
2025-10-05 22:20:00-07:00,2025-10-06 05:20:00+00:00,2025-10-05 22:25:00-07:00,2025-10-06 05:25:00+00:00,25113
2025-10-05 22:25:00-07:00,2025-10-06 05:25:00+00:00,2025-10-05 22:30:00-07:00,2025-10-06 05:30:00+00:00,24943
2025-10-05 22:30:00-07:00,2025-10-06 05:30:00+00:00,2025-10-05 22:35:00-07:00,2025-10-06 05:35:00+00:00,24820
2025-10-05 22:35:00-07:00,2025-10-06 05:35:00+00:00,2025-10-05 22:40:00-07:00,2025-10-06 05:40:00+00:00,24691
2025-10-05 22:40:00-07:00,2025-10-06 05:40:00+00:00,2025-10-05 22:45:00-07:00,2025-10-06 05:45:00+00:00,24467
2025-10-05 22:45:00-07:00,2025-10-06 05:45:00+00:00,2025-10-05 22:50:00-07:00,2025-10-06 05:50:00+00:00,24379
2025-10-05 22:50:00-07:00,2025-10-06 05:50:00+00:00,2025-10-05 22:55:00-07:00,2025-10-06 05:55:00+00:00,24241
2025-10-05 22:55:00-07:00,2025-10-06 05:55:00+00:00,2025-10-05 23:00:00-07:00,2025-10-06 06:00:00+00:00,24123
2025-10-05 23:00:00-07:00,2025-10-06 06:00:00+00:00,2025-10-05 23:05:00-07:00,2025-10-06 06:05:00+00:00,24049
2025-10-05 23:05:00-07:00,2025-10-06 06:05:00+00:00,2025-10-05 23:10:00-07:00,2025-10-06 06:10:00+00:00,23945
2025-10-05 23:10:00-07:00,2025-10-06 06:10:00+00:00,2025-10-05 23:15:00-07:00,2025-10-06 06:15:00+00:00,23826
2025-10-05 23:15:00-07:00,2025-10-06 06:15:00+00:00,2025-10-05 23:20:00-07:00,2025-10-06 06:20:00+00:00,23696
2025-10-05 23:20:00-07:00,2025-10-06 06:20:00+00:00,2025-10-05 23:25:00-07:00,2025-10-06 06:25:00+00:00,23547
2025-10-05 23:25:00-07:00,2025-10-06 06:25:00+00:00,2025-10-05 23:30:00-07:00,2025-10-06 06:30:00+00:00,23433
2025-10-05 23:30:00-07:00,2025-10-06 06:30:00+00:00,2025-10-05 23:35:00-07:00,2025-10-06 06:35:00+00:00,23309
2025-10-05 23:35:00-07:00,2025-10-06 06:35:00+00:00,2025-10-05 23:40:00-07:00,2025-10-06 06:40:00+00:00,23163
2025-10-05 23:40:00-07:00,2025-10-06 06:40:00+00:00,2025-10-05 23:45:00-07:00,2025-10-06 06:45:00+00:00,23051
2025-10-05 23:45:00-07:00,2025-10-06 06:45:00+00:00,2025-10-05 23:50:00-07:00,2025-10-06 06:50:00+00:00,22904
2025-10-05 23:50:00-07:00,2025-10-06 06:50:00+00:00,2025-10-05 23:55:00-07:00,2025-10-06 06:55:00+00:00,22816
2025-10-05 23:55:00-07:00,2025-10-06 06:55:00+00:00,2025-10-06 00:00:00-07:00,2025-10-06 07:00:00+00:00,22655
